Key,Value
878104052344561664,"{'did': 'psychiatry', 'you': 'thou', 'know': 'knowledge', 'that': 'thon', 'hitler': 'hell', 'crazy': 'sane', 'apparently': 'apparent', 'this': 'philosophy', 'is': 'expensive', 'news': 'old', 'may': 'maybe', 'not': 'pretending', 'clickbait': 'bait', 'meme': 'replicate'}"
691673420254224384,"{'hey': 'hay', 'skinny': 'wide', 'cow': 'bull', 'your': 'knitting', 'is': 'expensive', 'an': 'anarchy', 'unrealistic': 'realistic', 'body': 'soul', 'image': 'see', 'for': 'contra', 'other': 'another'}"
695416820098953219,"{'top': 'bottom', 'level': 'unbalanced', 'service': 'capital', 'from': 'mathematics', 'as': 'sea', 'always': 'never'}"
697030480995164160,"{'thanks': 'thanksgiving', 'google': 'information'}"
1015724532170776597_1980203095,"{'trip': 'shoe', 'with': 'without', 'school': 'audience', 'and': 'er', 'have': 'miss', 'to': 'past', 'wear': 'underwear', 'amazing': 'amaze', 'sarcastic': 'sarcasm'}"
849589054891053056,"{'make': 'destroy', 'wonderful': 'terrible', 'to': 'past', 'otherwise': 'likewise', 'easy': 'difficult', 'like': 'dislike'}"
889618537773400065,"{'location': 'place', 'is': 'expensive', 'the': 'mouse', 'worst': 'best', 'lol': 'laugh', 'italy': 'lizard'}"
342904829342892053_222639079,"{'for': 'contra', 'letting': 'let', 'me': 'beer', 'know': 'knowledge', 'on': 'online', 'the': 'mouse', 'road': 'automobile', 'ig': 'texting'}"
935086806361571329,"{'took': 'take', 'the': 'mouse', 'time': 'age', 'to': 'past', 'remind': 'remember', 'me': 'beer', 'that': 'thon', 'i': 'ith', 'm': 'mississippi', 'incredibly': 'incredible', 'unimportant': 'essential', 'and': 'er', 'clearly': 'degree', 'a': 'resturant', 'pleb': 'resource', 'thanks': 'thanksgiving', 'whatever': 'anything'}"
686222316431257600,"{'i': 'ith', 'can': 'bean', 'draw': 'push', 'so': 'also', 'good': 'bad'}"
832744689329664000,"{'glad': 'cranky', 'i': 'ith', 'ordered': 'order'}"
867025438627041280,"{'man': 'female', 'oh': 'ohio', 'i': 'ith', 'love': 'hatred', 'social': 'antisocial', 'sometimes': 'sometime', 'just': 'bad', 'imagine': 'people', 'the': 'mouse', 'that': 'thon', 'out': 'safe', 'of': 'british', 'my': 'min', 'mouth': 'bacteria', 'in': 'e', 'person': 'crowd', 'is': 'expensive', 'batman': 'bat'}"
960101837405852509_814294515,"{'at': 'resource', 'the': 'mouse', 'and': 'er'}"
702625862299099136,"{'is': 'expensive', 'the': 'mouse', 'way': 'cat', 'forward': 'backward'}"
716388512426229761,"{'i': 'ith', 'highly': 'high', 'recommend': 'discourage', 'this': 'philosophy', 'guy': 'gal'}"
825549849290432512,"{'when': 'whenever', 'your': 'knitting', 'sunday': 'resource', 'morning': 'night', 'paper': 'office', 'not': 'pretending', 'at': 'resource', 'all': 'nothing'}"
816885610191482880,"{'because': 'cause', 'i': 'ith', 'digging': 'dig', 'my': 'min', 'car': 'battery', 'out': 'safe', 'of': 'british', 'the': 'mouse', 'snow': 'alaska'}"
883652410865926144,"{'the': 'mouse', 'and': 'er', 'my': 'min', 'own': 'disown', 'two': 'twenty', 'they': 'resource', 're': 'away', 'virtually': 'virtual', 'actually': 'actual', 'godzilla': 'resource'}"
908913372199915520,"{'haha': 'resource', 'lol': 'laugh'}"
862277993632333825,"{'you': 'thou', 'know': 'knowledge', 've': 'resource', 'made': 'handmade', 'it': 'resource', 'in': 'e', 'life': 'death', 'when': 'whenever', 'this': 'philosophy', 'is': 'expensive', 'the': 'mouse', 'view': 'model', 'from': 'mathematics', 'your': 'knitting', 'hotel': 'balcony', 'room': 'baggage', 'could': 'might', 'get': 'lose', 'any': 'anybody', 'better': 'worse', 'i': 'ith', 'think': 'anyone', 'not': 'pretending'}"
714902042209292288,"{'today': 'day', 'is': 'expensive', 'my': 'min', 'best': 'worst', 'day': 'night', 'of': 'british', 'life': 'death'}"
1113307393891869792_2148958944,"{'just': 'bad', 'a': 'resturant', 'man': 'female', 'with': 'without', 'an': 'anarchy', 'arrogant': 'humble', 'attitude': 'resource', 'and': 'er', 'slight': 'important', 'to': 'past', 'be': 'cat', 'you': 'thou', 'your': 'knitting', 'mirror': 'bedroom', 'can': 'bean', 'make': 'destroy', 'out': 'safe', 'or': 'ee', 'something': 'nothing', 'dating': 'marriage', 'single': 'double', 'sarcastic': 'sarcasm', 'sarcasm': 'sarcastic', 'laugh': 'cry', 'lol': 'laugh', 'comedy': 'drama', 'wtf': 'sport', 'tinder': 'attend', 'lmao': 'laugh'}"
375986890966372062_35074162,"{'oh': 'ohio', 'wow': 'wowed', 'a': 'resturant', 'heart': 'compassion', 'attack': 'defend', 'at': 'resource', 'no': 'aye', 'way': 'cat', 'ambulance': 'injury', 'mcdonalds': 'acne', 'gross': 'fine'}"
729032870250033152,"{'i': 'ith', 'just': 'bad', 'love': 'hatred', 'paying': 'pay', 'for': 'contra', 'of': 'british', 'ice': 'water', 'mean': 'honorable', 'a': 'resturant', 'smoothie': 'fridge', 'unacceptable': 'acceptable'}"
721092221370404865,"{'why': 'resource', 'they': 'resource', 'try': 'cricket', 'following': 'previous', 'this': 'philosophy', 'makeup': 'purse', 'tutorial': 'explanation', 'instead': 'stead', 'of': 'british', 'using': 'use', 'cgi': 'internet', 'to': 'past', 'make': 'destroy', 'white': 'black', 'ppl': 'internet', 'asian': 'australia'}"
869506660586442753,"{'perfect': 'damaged', 'weather': 'rain', 'for': 'contra', 'a': 'resturant', 'car': 'battery', 'spray': 'deodorant', 'paint': 'garage', 'british': 'continental'}"
899095756979576832,"{'seriously': 'serious', 'why': 'resource', 'would': 'resource', 'you': 'thou', 'ever': 'never', 'live': 'die', 'here': 'away'}"
683293152787214336,"{'he': 'hey', 'is': 'expensive', 'pumped': 'pump'}"
874095036576579585,"{'nice': 'mean', 'job': 'instrument', 'received': 'receive', 'mail': 'advertisement', 'from': 'mathematics', 'on': 'online', 'n': 'resource', 'then': 'uk', 'u': 'read', 'refuse': 'bin', 'take': 'bring', 'deliver': 'delivered', 'to': 'past', 'rite': 'amirite', 'address': 'house'}"
858827650818879489,"{'another': 'resource', 'day': 'night', 'of': 'british', 'top': 'bottom', 'notch': 'cut', 'communication': 'talking', 'between': 'twain', 'the': 'mouse', 'white': 'black', 'house': 'address', 'and': 'er', 'press': 'grape', 'resist': 'give'}"
850008771623571457,"{'so': 'also', 'hard': 'easy', 'to': 'past', 'find': 'lose', 'out': 'safe', 'the': 'mouse', 'behind': 'ahead', 'recent': 'recently', 'chemical': 'cabinet', 'attack': 'defend', 'on': 'online', 'a': 'resturant', 'syrian': 'syria', 'city': 'country', 'right': 'bad'}"
939714200456318981,"{'out': 'safe', 'of': 'british', 'entire': 'entirely', 'route': 'router', 'the': 'mouse', 'worst': 'best', 'are': 'ar', 'in': 'e', 'because': 'cause', 'you': 'thou', 'don': 'donald', 't': 'bent', 'pay': 'helping', 'your': 'knitting', 'share': 'human', 'people': 'ignorance'}"
691662830299324417,"{'at': 'resource', 'the': 'mouse', 'office': 'basket', 'getting': 'buying', 'my': 'min', 'blood': 'animal', 'drawn': 'draw', 'favorite': 'favoritism', 'thing': 'backpack', 'to': 'past', 'do': 'computer'}"
932585817438686285_197405002,"{'you': 'thou', 'winter': 'summer', 'i': 'ith', 'love': 'hatred', 'so': 'also', 'much': 'little', 'wish': 'child', 'stay': 'leave', 'for': 'contra', 'more': 'le', 'can': 'bean', 'not': 'pretending'}"
934826357296631808,"{'we': 'control', 'love': 'hatred', 'being': 'bein', 'out': 'safe', 'with': 'without', 'our': 'resource', 'family': 'brother'}"
874295305398878208,"{'good': 'bad', 'to': 'past', 'see': 'jellyfish', 's': 'sec', 'cabinet': 'address', 'is': 'expensive', 'so': 'also', 'representative': 'politics', 'of': 'british', 'our': 'resource', 'society': 'boundary', 'the': 'mouse', 'look': 'outlook', 'desperate': 'hopeful', 'clinging': 'cling', 'on': 'online'}"
701072849579155456,"{'best': 'worst', 'cup': 'coffee', 'competition': 'cooperation', 'in': 'e', 'the': 'mouse', 'world': 'comforter', 'excitement': 'library'}"
832958763510423552,"{'inspiring': 'inspire', 'quote': 'story', 'for': 'contra', 'the': 'mouse', 'day': 'night'}"
730459638240559104,"{'another': 'resource', 'example': 'person', 'of': 'british', 'amazing': 'amaze', 'customer': 'bar', 'service': 'capital'}"
907693384948744195,{'lovely': 'love'}
918195689112424449,"{'facebook': 'book', 'down': 'arise', 'how': 'anyhow', 'upsetting': 'upset'}"
893974167225344000,{'smoking': 'cancer'}
883429863234973697,"{'yeah': 'nope', 'there': 'thereby', 'is': 'expensive', 'nothing': 'everything', 'wrong': 'right', 'and': 'er', 'the': 'mouse', 'market': 'apple', 'taking': 'breathtaking', 'care': 'doctor', 'of': 'british', 'it': 'resource'}"
897144331559198720,"{'nothing': 'everything', 'healthy': 'unhealthy', 'like': 'dislike', 'chicken': 'freezer', 'covered': 'bare', 'in': 'e', 'hot': 'cold', 'sauce': 'plate'}"
853265920000757760,"{'first': 'final', 'atm': 'bank', 'now': 'later', 'beer': 'alcohol', 'thank': 'please', 'u': 'read', 'bringing': 'bring', 'discipline': 'disciplined', 'in': 'e', 'our': 'resource', 'life': 'death', 'don': 'donald', 't': 'bent'}"
924006787526864897,"{'awesome': 'fail', 'new': 'mundane', 'pricing': 'price', 'structure': 'class', 'for': 'contra', 'power': 'impotence', 'ups': 'oops', 'totally': 'total', 'worth': 'worship', 'saving': 'save', 'up': 'downward', 'to': 'past', 'buy': 'sell', 'in': 'e', 'bulk': 'bodybuilding', 'now': 'later'}"
897851658469879809,"{'escalator': 'mall', 'in': 'e', 'airport': 'air', 'i': 'ith', 'wonder': 'human', 'why': 'resource', 'we': 'control', 'have': 'miss', 'an': 'anarchy', 'problem': 'solution'}"
819322773315211264,"{'i': 'ith', 'just': 'bad', 'so': 'also', 'astonished': 'astonish', 'to': 'past', 'hear': 'dog', 'people': 'ignorance', 'the': 'mouse', 'office': 'basket', 'of': 'british', 'president': 'building', 'and': 'er', 'it': 'resource', 'current': 'back'}"
921428725085982720,"{'no': 'aye', 'way': 'cat'}"
704758679346794500,"{'well': 'bad', 'that': 'thon', 'no': 'aye', 'potential': 'actual', 'for': 'contra', 'confusion': 'clarity', 'at': 'resource', 'all': 'nothing', 'german': 'germany'}"
909025821389664256,"{'aren': 'elbow', 't': 'bent', 'just': 'bad', 'the': 'mouse', 'most': 'least', 'helpful': 'ful', 'of': 'british', 'people': 'ignorance'}"
872306087688646657,"{'no': 'aye', 'more': 'le', 'human': 'arm'}"
917882576752164864,"{'because': 'cause', 'we': 'control', 'all': 'nothing', 'know': 'knowledge', 'jesus': 'bejesus', 'would': 'resource', 'gather': 'gatherer', 'the': 'mouse', 'focus': 'eye', 'before': 'behind', 'he': 'hey', 'even': 'odd', 'dreamed': 'dream', 'of': 'british', 'preaching': 'funeral', 'at': 'resource', 'anyone': 'awesome', 'that': 'thon', 'way': 'cat', 'could': 'might', 'change': 'casino', 'those': 'tho', 'hard': 'easy', 'w': 'otw', 'o': 'okay', 'embarrassment': 'blushing'}"
924054978162913280,"{'what': 'somewhat', 'a': 'resturant', 'fine': 'coarse', 'collection': 'garage', 'of': 'british', 'political': 'apolitical'}"
822828196714442753,"{'let': 'outlet', 's': 'sec', 'end': 'beginning', 'violence': 'peace', 'against': 'pro', 'except': 'excepting', 'for': 'contra', 'in': 'e', 'the': 'mouse', 'womb': 'baby', 'hypocrisy': 'church', 'abortion': 'resource'}"
892192618607656960,"{'no': 'aye', 'just': 'bad', 'ugh': 'annoyance'}"
828446439353286656,"{'at': 'resource', 'least': 'extreme', 'they': 'resource', 'are': 'ar', 'good': 'bad'}"
882250935237562371,"{'thank': 'please', 'you': 'thou', 'for': 'contra', 'growing': 'marijuana', 'a': 'resturant', 'mustache': 'beard', 'because': 'cause', 'now': 'later', 'my': 'min', 'husband': 'wife', 'he': 'hey', 'can': 'bean', 'have': 'miss', 'one': 'human', 'too': 'degree', 'happy': 'sad'}"
694004633929437185,"{'look': 'outlook', 'like': 'dislike', 'old': 'modern', 'can': 'bean', 'do': 'computer', 'twitter': 'web', 'i': 'ith', 'start': 'finish', 'setting': 'table', 'up': 'downward', 'one': 'human', 'for': 'contra', 'my': 'min', 'little': 'big', 'sis': 'si', 'stupid': 'intelligent'}"
732073867863171072,"{'is': 'expensive', 'such': 'philosophy', 'a': 'resturant', 'joy': 'celebrating', 'to': 'past', 'use': 'bus'}"
705477493147496448,"{'huge': 'tiny', 'surprise': 'box', 'the': 'mouse', 'next': 'last', 'been': 'bein', 'confirmed': 'confirm', 'for': 'contra', 'nobody': 'everybody', 'expecting': 'expect', 'that': 'thon', 'gaming': 'game'}"
731171714533621760,"{'well': 'bad', 'that': 'thon', 's': 'sec', 'not': 'pretending', 'annoying': 'annoy', 'at': 'resource', 'all': 'nothing'}"
867718708596289541,{}
797800271883554817,"{'bank': 'city', 'account': 'accountable', 'and': 'er', 'scam': 'scammed', 'accused': 'accuse', 'rushed': 'rush', 'to': 'past', 'as': 'sea', 'is': 'expensive', 'hunting': 'hunt', 'black': 'white', 'money': 'bank'}"
461246957796394357_8008008,"{'with': 'without', 'us': 'use', 'complete': 'incomplete', 'his': 'hi', 'shovel': 'shove', 'to': 'past', 'bat': 'field', 'away': 'home'}"
912027937943228416,"{'man': 'female', 'that': 'thon', 'netting': 'backpack', 'is': 'expensive', 'just': 'bad', 'ruining': 'ruin', 'my': 'min', 'view': 'model'}"
927533225014153216,"{'it': 'resource', 's': 'sec', 'not': 'pretending', 'a': 'resturant', 'situation': 'uk', 'either': 'neither', 'so': 'also', 'i': 'ith', 'guess': 'guessing', 'we': 'control', 'll': 'grate', 'never': 'always', 'figure': 'figured', 'out': 'safe'}"
850087649557835779,"{'my': 'min', 'local': 'express', 'newspaper': 'ad', 'with': 'without'}"
841744451240357888,"{'remember': 'forget', 'that': 'thon', 'time': 'age', 'today': 'day', 'when': 'whenever', 'the': 'mouse', 'snow': 'alaska', 'so': 'also', 'bad': 'good', 'it': 'resource', 'scared': 'scare', 'city': 'country', 'to': 'past', 'core': 'hardcore'}"
888252212178108418,"{'is': 'expensive', 'fun': 'playing', 'so': 'also', 'far': 'close', 'y': 'le', 'all': 'nothing'}"
1009709092614192156_1728949110,"{'tell': 'ask', 'that': 'thon', 'from': 'mathematics', 'your': 'knitting', 'loser': 'winner', 'sarcastic': 'sarcasm', 'stupid': 'intelligent', 'stupidity': 'people', 'no': 'aye', 'idiot': 'genius', 'kinky': 'nap', 'experiment': 'scientist', 'experimental': 'experiment'}"
853357307832541184,"{'news': 'old', 'conference': 'agenda', 'in': 'e', 'new': 'mundane', 'york': 'resource', 'hotel': 'balcony', 'just': 'bad', 'a': 'resturant', 'few': 'dozen', 'montreal': 'beaver'}"
818449913600184039_1327286442,"{'is': 'expensive', 'served': 'serve', 'to': 'past', 'land': 'sea', 'of': 'british', 'small': 'big', 'and': 'er', 'big': 'small', 'wonder': 'human', 'what': 'somewhat', 'will': 'goodwill', 'be': 'cat', 'for': 'contra', 'dessert': 'cookie', 'skin': 'fungus', 'a': 'resturant', 'grape': 'art', 'yogurt': 'fungus'}"
727054397243531265,"{'omg': 'internet', 'so': 'also', 'excited': 'unexcited', 'it': 'resource', 's': 'sec', 'time': 'age', 'for': 'contra', 'a': 'resturant', 'run': 'walk', 'can': 'bean', 't': 'bent', 'wait': 'waiter'}"
686885994684125185,"{'i': 'ith', 'love': 'hatred', 'the': 'mouse', 'care': 'doctor', 'attention': 'attentive', 'bin': 'potato', 'men': 'woman', 'show': 'conceal', 'whilst': 'british', 'our': 'resource', 'refuse': 'bin'}"
693516785660903424,"{'so': 'also', 'this': 'philosophy', 'is': 'expensive', 'how': 'anyhow', 'you': 'thou', 'start': 'finish', 'an': 'anarchy', 'agency': 'business', 'haha': 'resource', 'video': 'drawer', 'job': 'instrument'}"
713382031065948160,"{'super': 'bright', 'busy': 'busiest', 'at': 'resource', 'the': 'mouse', 'theatre': 'air', 'this': 'philosophy', 'morning': 'night'}"
904789831745626112,"{'there': 'thereby', 'we': 'control', 'go': 'come', 'all': 'nothing', 'are': 'ar', 'covered': 'bare'}"
910696828512776192,"{'i': 'ith', 'm': 'mississippi', 'loving': 'living', 'the': 'mouse', 'new': 'mundane', 'update': 'date'}"
1019907538677853274_1449452234,"{'meme': 'replicate', 'funny': 'television', 'sarcasm': 'sarcastic', 'sarcastic': 'sarcasm', 'sorry': 'sorrow'}"
901451582616682497,"{'like': 'dislike', 'a': 'resturant', 'real': 'false', 'gentleman': 'lady', 'stand': 'market', 'up': 'downward', 'guy': 'gal', 'and': 'er', 'is': 'expensive', 'proud': 'ashamed', 'of': 'british', 'this': 'philosophy'}"
864701689604866048,"{'wow': 'wowed', 'our': 'resource', 'country': 'city', 'certainly': 'possibly', 'knew': 'know', 'how': 'anyhow', 'to': 'past', 'fight': 'cat', 'a': 'resturant', 'war': 'peace', 'else': 'elsewhere', 'could': 'might', 'you': 'thou', 'explain': 'teacher', 'the': 'mouse'}"
852353638919839744,"{'is': 'expensive', 'out': 'safe', 'it': 'resource', 's': 'sec', 'ok': 'bad', 'the': 'mouse', 'haven': 'site', 't': 'bent', 'been': 'bein', 'in': 'e', 'for': 'contra', 'a': 'resturant', 'decade': 'century', 'not': 'pretending', 'big': 'small', 'deal': 'dealer'}"
698257993754918912,"{'just': 'bad', 'a': 'resturant', 'wild': 'domestic', 'being': 'bein', 'good': 'bad', 'camera': 'drawer', 'man': 'female'}"
880863516282032128,"{'homemade': 'home', 'in': 'e', 'wisconsin': 'river', 'because': 'cause', 'we': 'control', 'care': 'doctor', 'about': 'abouts', 'that': 'thon', 'with': 'without', 'this': 'philosophy', 'product': 'market'}"
923581408823541760,"{'so': 'also', 'much': 'little', 'fun': 'playing'}"
690543069599506432,"{'excellent': 'bad', 'we': 'control', 'really': 'duh', 'do': 'computer', 'need': 'want', 'more': 'le', 'rain': 'fox', 'saturated': 'chemistry', 'soggy': 'sad'}"
686540784653463552,"{'thanks': 'thanksgiving', 'mom': 'dad', 'wow': 'wowed'}"
810996579360501764,"{'is': 'expensive', 'one': 'human', 'of': 'british', 'the': 'mouse', 'i': 'ith', 've': 'resource', 'ever': 'never', 'lived': 'live'}"
907528979548131328,"{'kit': 'kitten', 'release': 'contain', 'nice': 'mean', 'to': 'past', 'see': 'jellyfish', 'bringing': 'bring', 'some': 'none', 'original': 'copy'}"
888595346628026369,"{'my': 'min', 'car': 'battery', 'manual': 'auto', 'is': 'expensive', 'very': 'actual', 'helpful': 'ful', 'it': 'resource', 'to': 'past', 'replace': 'place', 'bulb': 'lamp', 'with': 'without', 'same': 'different', 'type': 'secretary'}"
161833867_3466275,"{'she': 'resource', 'just': 'bad', 'look': 'outlook', 'big': 'small', 'bundle': 'cord', 'of': 'british'}"
704299596550434816,"{'poor': 'excellent', 'is': 'expensive', 'broke': 'buying', 'and': 'er', 'desperately': 'desperate', 'my': 'min', 'money': 'bank', 'cry': 'laugh', 'a': 'resturant', 'river': 'bass', 'of': 'british'}"
820175429277536256,"{'dear': 'cheap', 'please': 'annoy', 'never': 'always', 'change': 'casino', 'you': 'thou', 'are': 'ar', 'perfect': 'damaged', 'in': 'e', 'every': 'ever', 'way': 'cat'}"
885516535850258432,"{'i': 'ith', 'love': 'hatred', 'when': 'whenever', 'pick': 'drop', 'for': 'contra', 'work': 'play', 'from': 'mathematics', 'and': 'er', 'they': 'resource', 'filled': 'bladder', 'with': 'without', 'of': 'british', 'content': 'box', 'the': 'mouse', 'it': 'resource'}"
937470795714002945,"{'like': 'dislike', 'this': 'philosophy', 'are': 'ar', 'still': 'dance', 'happening': 'resource', 'but': 'pain', 'nah': 'na', 'don': 'donald', 't': 'bent', 'worry': 'uncertainty', 'considered': 'considerate', 'equal': 'equally'}"
900845996707532800,"{'of': 'british', 'new': 'mundane', 'york': 'resource', 'is': 'expensive', 'turning': 'turn', 'into': 'british', 'a': 'resturant', 'coming': 'forthcoming', 'to': 'past', 'facebook': 'book', 'because': 'cause', 'there': 'thereby', 'just': 'bad', 'aren': 'elbow', 't': 'bent', 'enough': 'person', 'tv': 'advertisement', 'content': 'box'}"
932876275676532736,"{'seriously': 'serious', 'one': 'human', 'metro': 'resource', 'every': 'ever', 'that': 'thon', 'too': 'degree', 'much': 'little', 'for': 'contra', 'a': 'resturant', 'normal': 'abnormal', 'working': 'broken', 'day': 'night'}"
317629928974003742_2220458,"{'ready': 'british', 'to': 'past', 'read': 'u', 'through': 'breakthrough', 'this': 'philosophy', 'of': 'british', 'and': 'er', 'sum': 'summing', 'them': 'themself', 'all': 'nothing', 'up': 'downward'}"
859922269778399232,"{'twitter': 'web', 'is': 'expensive', 'totally': 'total', 'unbiased': 'biased', 'just': 'bad', 'look': 'outlook', 'at': 'resource', 'these': 'germany', 'and': 'er', 'specifically': 'generally'}"
863720527759896576,"{'there': 'thereby', 'are': 'ar', 'fewer': 'le', 'nice': 'mean', 'to': 'past', 'be': 'cat', 'than': 'rather', 'imaging': 'image', 'on': 'online', 'sunny': 'shade', 'sunday': 'resource', 'afternoon': 'noon'}"
862187890721394689,"{'amazed': 'people', 'at': 'resource', 'how': 'anyhow', 'updated': 'outdated', 'is': 'expensive', 'ur': 'internet', 'website': 'home', 'power': 'impotence', 'get': 'lose', 'something': 'nothing', 'right': 'bad', 'gift': 'birthday'}"
901370348318236673,"{'yes': 'negative', 'because': 'cause', 'prayer': 'church', 'always': 'never', 'work': 'play', 'and': 'er', 'go': 'come', 'directly': 'direct', 'into': 'british', 'the': 'mouse', 'trash': 'ash'}"
693800435895836672,"{'the': 'mouse', 'point': 'head', 'when': 'whenever', 'people': 'ignorance', 'argue': 'lover', 'so': 'also', 'much': 'little', 'it': 'resource', 'becomes': 'become', 'this': 'philosophy', 'cute': 'cuteness'}"
376408670466587136_268290621,"{'mother': 'daughter', 'nature': 'beaver', 'way': 'cat', 'to': 'past', 'end': 'beginning', 'a': 'resturant', 'shift': 'shifty', 'perfect': 'damaged', 'snow': 'alaska', 'canadian': 'canada', 'winter': 'summer', 'work': 'play', 'night': 'day', 'poor': 'excellent', 'car': 'battery', 'honda': 'resource', 'civic': 'civics', 'wow': 'wowed', 'cold': 'hot'}"
692203022550745088,"{'look': 'outlook', 'at': 'resource', 'how': 'anyhow', 'busy': 'busiest', 'i': 'ith', 'am': 'pm'}"
922922581799219200,"{'nailed': 'nail', 'it': 'resource', 'this': 'philosophy', 'is': 'expensive', 'acceptable': 'unacceptable', 'no': 'aye', 'refund': 'refunded', 'warranted': 'unwarranted'}"
