Key,Value
712810737811505153,"['i DerivedFrom ith', 'could RelatedTo might', 'enter Antonym exit', 'the AtLocation mouse', 'olympics AtLocation athlete']"
894741372527411200,"['wow RelatedTo wowed', 'what DerivedFrom somewhat', 'a AtLocation resturant', 'twist RelatedTo twister', 'never RelatedTo always', 'saw AtLocation basement', 'that DerivedFrom thon', 'coming Synonym forthcoming', 'raw RelatedTo cooked']"
732682873166159872,"['how DerivedFrom anyhow', 'to Antonym past', 'make Antonym destroy']"
722871462915235842,"['another ExternalURL resource', 'well Antonym bad', 'balanced FormOf balance', 'champion RelatedTo championship', 'cool Antonym awkward']"
839086335096942592,"['it ExternalURL resource', 'be AtLocation cat', 'terrible Antonym excellent', 'if RelatedTo unless', 'someone DistinctFrom nobody', 'were EtymologicallyDerivedFrom wer', 'to Antonym past', 'infiltrate HasContext military', 'this HasContext philosophy', 'they ExternalURL resource', 'might Synonym may', 'even RelatedTo odd', 'film AtLocation cabinet', 'the AtLocation mouse', 'event RelatedTo surprise', 'i DerivedFrom ith', 'would ExternalURL resource', 'never RelatedTo always', 'want Synonym need', 'to Antonym past', 'see AtLocation jellyfish', 'that DerivedFrom thon', 'happen Causes effect']"
802576734117691392,"['clearly HasContext degree', 'it ExternalURL resource', 'not Causes pretending', 'hard RelatedTo easy', 'to Antonym past', 'tell Antonym ask', 'how DerivedFrom anyhow', 'much RelatedTo little', 'i DerivedFrom ith', 'love Antonym hatred', 'pa Synonym grandpa']"
726980104090456065,"['like RelatedTo dislike', 'if RelatedTo unless', 'you Synonym thou', 'agree RelatedTo disagree', 'lol RelatedTo laugh', 'fun UsedFor playing', 'funny AtLocation television']"
939714200456318981,"['out RelatedTo safe', 'of HasContext british', 'entire RelatedTo entirely', 'route RelatedTo router', 'the AtLocation mouse', 'worst Antonym best', 'are Synonym ar', 'in Synonym e', 'because Synonym cause', 'you Synonym thou', 'don RelatedTo donald', 'pay Causes helping', 'your Causes knitting', 'share CapableOf human', 'of HasContext british', 'people AtLocation ignorance']"
884901385141190657,"['another ExternalURL resource', 'great RelatedTo mediocre', 'day RelatedTo night', 'of HasContext british', 'service RelatedTo capital']"
824024594755518464,"['oh Synonym ohio', 'yes Antonym negative', 'let DerivedFrom outlet', 'upgrade Antonym downgrade', 'our ExternalURL resource', 'for Antonym contra', 'even RelatedTo odd', 'more DistinctFrom le', 'still Antonym dance', 'be AtLocation cat', 'slower FormOf slow', 'than RelatedTo rather', 'many RelatedTo crowd']"
895860997054799872,"['hahaha RelatedTo haha', 'can AtLocation bean', 'wait RelatedTo waiter', 'for Antonym contra', 'the AtLocation mouse', 'teenage RelatedTo age', 'not Causes pretending', 'style DerivedFrom freestyle']"
924449074568400896,"['out RelatedTo safe', 'here RelatedTo away', 'living RelatedTo dead', 'the AtLocation mouse', 'treat RelatedTo mistreat', 'people AtLocation ignorance', 'with DistinctFrom without', 'kindness CapableOf neverending', 'life RelatedTo death']"
840225661117706240,"['when RelatedTo whenever', 'you Synonym thou', 'on DerivedFrom online', 'high RelatedTo deep', 'position RelatedTo chess', 'you Synonym thou', 'can AtLocation bean', 'say CapableOf anyone', 'such HasContext philosophy', 'a AtLocation resturant', 'and Antonym er', 'still Antonym dance', 'be AtLocation cat', 'legit HasContext theatre']"
821997332346437632,"['damn Synonym darn', 'we CapableOf control', 'our ExternalURL resource', 'new Antonym mundane', 'wait RelatedTo waiter', 'not Causes pretending', 'ours ExternalURL resource']"
863886502698156032,"['government AtLocation committee', 'poisoning Causes sickness', 'joking RelatedTo jokingly']"
736082451424890881,"['when RelatedTo whenever', 'it ExternalURL resource', 'april ExternalURL resource', 'and Antonym er', 'she ExternalURL resource', 'is CapableOf expensive', 'still Antonym dance', 'pregnant RelatedTo pregnancy']"
821870486372155393,"['well Antonym bad', 'this HasContext philosophy', 'is CapableOf expensive', 'going RelatedTo go', 'to Antonym past', 'be AtLocation cat', 'fun UsedFor playing', 'little DistinctFrom big', 'project AtLocation duplex']"
914153415105753092,"['would ExternalURL resource', 'you Synonym thou', 'rather Antonym utterly', 'watch Antonym ignore', 'chick RelatedTo chicken', 'on DerivedFrom online', 'cheat Synonym cheater', 'day RelatedTo night', 'or SimilarTo ee', 'listen Antonym disobey', 'to Antonym past', 'another ExternalURL resource', 'political DerivedFrom apolitical', 'garbage AtLocation fly', 'game Antonym cautious', 'you Synonym thou', 'decide RelatedTo decided', 'saturday ExternalURL resource']"
712023362784989184,"['pretzel Desires person', 'lay RelatedTo lie', 'with DistinctFrom without', 'air DerivedFrom airport', 'and Antonym er', 'salt RelatedTo pepper', 'they ExternalURL resource', 'look DerivedFrom outlook', 'like RelatedTo dislike', 'with DistinctFrom without', 'disease AtLocation hospital', 'yum Antonym yuck']"
890941969404383232,"['is CapableOf expensive', 'this HasContext philosophy', 'true Antonym bad', 'if RelatedTo unless', 'yes Antonym negative', 'i DerivedFrom ith', 'will DerivedFrom goodwill', 'make Antonym destroy', 'any RelatedTo anybody', 'order Antonym anarchy', 'in Synonym e', 'your Causes knitting', 'support Antonym contest']"
920605091429797889,"['why ExternalURL resource', 'do CapableOf computer', 'wrap DistinctFrom unwrap', 'their FormOf thier', 'in Synonym e', 'this HasContext philosophy', 'paper AtLocation office', 'great RelatedTo mediocre', 'i DerivedFrom ith', 'now Antonym later', 'have Antonym miss', 'paper AtLocation office', 'the AtLocation mouse', 'back RelatedTo front', 'of HasContext british', 'my Synonym min', 'throat AtLocation horse', 'just Antonym bad', 'what DerivedFrom somewhat', 'i DerivedFrom ith', 'need Synonym want']"
829756733916585984,"['true Antonym bad', 'story AtLocation cat', 'motivation CausesDesire study', 'viral Synonym virus', 'funny AtLocation television']"
755115255114629124,"['it ExternalURL resource', 'like RelatedTo dislike', 'the AtLocation mouse', 'have Antonym miss', 'found Antonym ruin', 'a AtLocation resturant', 'home RelatedTo away', 'with DistinctFrom without']"
871437724158480385,"['selected RelatedTo select', 'to Antonym past', 'be AtLocation cat', 'for Antonym contra', 'the AtLocation mouse', 'british Antonym continental', 'people AtLocation ignorance']"
900709797233864704,"['i DerivedFrom ith', 'laughed RelatedTo laugh', 'so RelatedTo also', 'hard RelatedTo easy', 'at ExternalURL resource', 'this HasContext philosophy', 'one CapableOf human']"
900881230580916224,"['these RelatedTo germany', 'are Synonym ar', 'excited RelatedTo unexcited', 'about RelatedTo abouts', 'the AtLocation mouse']"
902016654288326656,"['it ExternalURL resource', 'strange Antonym everyday', 'i DerivedFrom ith', 'don RelatedTo donald', 'ever DerivedFrom never', 'remember DistinctFrom forget', 'seeing Causes fame', 'these RelatedTo germany', 'of HasContext british', 'hate DistinctFrom love', 'on DerivedFrom online', 'the AtLocation mouse', 'anywhere CapableOf place', 'did HasContext psychiatry', 'i DerivedFrom ith', 'miss RelatedTo hit', 'this HasContext philosophy']"
918550230546690048,"['the AtLocation mouse', 'house RelatedTo address', 'is CapableOf expensive', 'coming Synonym forthcoming', 'along Synonym alongside', 'slowly DistinctFrom fast', 'class AtLocation bookmark', 'really Antonym duh', 'expertise IsA ability']"
684751563454205952,"['this HasContext philosophy', 'too HasContext degree', 'funny AtLocation television', 'not Causes pretending', 'to Antonym past', 'post Antonym pre', 'hope AtLocation despair', 'you Synonym thou', 'have Antonym miss', 'a AtLocation resturant', 'happy DistinctFrom sad', 'funny AtLocation television', 'wine RelatedTo alcohol']"
728697454175080449,"['thanks DerivedFrom thanksgiving', 'for Antonym contra', 'the AtLocation mouse', 'advanced RelatedTo advance', 'notice RelatedTo ignore']"
885954652336001024,"['always RelatedTo never', 'room AtLocation baggage', 'for Antonym contra', 'one CapableOf human', 'more DistinctFrom le', 'right Antonym bad']"
721349486790975488,"['know RelatedTo knowledge', 'that DerivedFrom thon']"
712994516379283457,"['how DerivedFrom anyhow', 'many RelatedTo crowd', 'burn CapableOf alcohol']"
703292803229421568,"['surely DerivedFrom sure', 'is CapableOf expensive', 'the AtLocation mouse', 'man DistinctFrom female', 'to Antonym past', 'put Antonym take', 'soccer HasContext advantage', 'ahead Antonym behind', 'of HasContext british', 'money RelatedTo bank', 'and Antonym er', 'the AtLocation mouse', 'world AtLocation comforter', 'ahead Antonym behind', 'of HasContext british', 'europe AtLocation capital']"
823321127758004224,"['meme Desires replicate', 'lol RelatedTo laugh', 'comedy RelatedTo drama', 'brutal Antonym gentle', 'dark RelatedTo bright', 'politics AtLocation criminal', 'now Antonym later', 'that DerivedFrom thon', 'more DistinctFrom le', 'sense DerivedFrom sensor', 'lol RelatedTo laugh']"
823526446555602945,"['just Antonym bad', 'in Synonym e', 'case AtLocation calculator', 'you Synonym thou', 'missed RelatedTo miss', 'it ExternalURL resource', 'i DerivedFrom ith', 'not Causes pretending', 'really Antonym duh', 'good RelatedTo bad', 'at ExternalURL resource', 'being FormOf bein', 'pc AtLocation desktop']"
830103394714939392,"['the AtLocation mouse', 'beautiful Antonym average', 'los EtymologicallyDerivedFrom lose', 'angeles RelatedTo river', 'river AtLocation bass', 'why ExternalURL resource', 'this HasContext philosophy', 'a AtLocation resturant', 'wonder CapableOf human', 'of HasContext british', 'the AtLocation mouse', 'world AtLocation comforter', 'already HasContext u']"
710449542982819840,"['a AtLocation resturant', 'w RelatedTo otw', 'wall RelatedTo clock', 'st AtLocation arch', 'a AtLocation resturant', 'billionaire RelatedTo billion', 'w RelatedTo otw', 'wall RelatedTo clock', 'st AtLocation arch', 'how DerivedFrom anyhow', 'inspiring RelatedTo inspire']"
832320772295237636,"['stop DistinctFrom go', 'breathing Causes breathtaking', 'p ExternalURL resource', 's Synonym sec', 'this HasContext philosophy', 'reminds RelatedTo remind', 'of HasContext british', 'a AtLocation resturant', 'lot Antonym bit', 'of HasContext british', 'health Causes cleaning', 'advice AtLocation doctor', 'i DerivedFrom ith', 'see AtLocation jellyfish', 'nowadays RelatedTo adays', 'fail Antonym awesome', 'lol RelatedTo laugh', 'health Causes cleaning']"
715660361593020417,['useful Antonym pointless']
828188799037497344,"['well Antonym bad', 'that DerivedFrom thon']"
700183392969756672,"['oh Synonym ohio', 'i DerivedFrom ith', 'so RelatedTo also', 'love Antonym hatred', 'working Antonym broken', 'late DistinctFrom early', 'from HasContext mathematics', 'home RelatedTo away', 'work RelatedTo play', 'ugh RelatedTo annoyance']"
687723279520526336,"['good RelatedTo bad', 'to Antonym past', 'see AtLocation jellyfish', 'you Synonym thou', 'keep Antonym give', 'your Causes knitting', 'fresh RelatedTo stale', 'ew FormOf eew']"
851299799299174400,"['music AtLocation cabinet', 'fun UsedFor playing']"
693529529214611457,"['worthy Antonym bad', 'perhaps RelatedTo per', 'advice AtLocation doctor']"
823616855252336640,"['but AtLocation pain', 'i DerivedFrom ith', 'don RelatedTo donald', 'understand RelatedTo misunderstand', 'why ExternalURL resource']"
698723413162987521,"['oh Synonym ohio', 'my Synonym min', 'god Antonym devil', 'i DerivedFrom ith', 'so RelatedTo also', 'funny AtLocation television', 'ba Synonym base']"
849109445581824001,"['my Synonym min', 'friend DistinctFrom enemy', 'down Antonym arise', 'some Antonym none', 'truth Antonym fiction', 'tonight ExternalURL resource', 'yeah Antonym nope', 'as AtLocation sea', 'much RelatedTo little', 'sense DerivedFrom sensor', 'as AtLocation sea']"
794191412954853380,"['my Synonym min', 'posted RelatedTo post', 'this HasContext philosophy', 'petty Antonym important', 'savage ExternalURL resource', 'chill DerivedFrom chillax']"
835436807953215490,"['there DerivedFrom thereby', 'is CapableOf expensive', 'nothing RelatedTo everything', 'that DerivedFrom thon', 'can AtLocation bean', 'make Antonym destroy', 'a AtLocation resturant', 'pr HasContext chemistry', 'pro Antonym anti', 'get Antonym lose', 'up Antonym downward', 'on DerivedFrom online', 'time RelatedTo age', 'than RelatedTo rather', 'deadline HasContext military']"
690561903580418048,"['expecting RelatedTo expect', 'sorry RelatedTo sorrow', 'it ExternalURL resource', 'friday ExternalURL resource', 'i DerivedFrom ith', 'too HasContext degree', 'tired Causes hiking']"
882067719184674816,"['maria Synonym mary', 'complaining Causes change', 'of HasContext british', 'george RelatedTo president', 'as AtLocation sea', 'benjamin ExternalURL resource', 'in Synonym e', 'a AtLocation resturant', 'shot AtLocation dentist', 'in Synonym e', 'the AtLocation mouse', 'dark RelatedTo bright']"
850127880029970432,"['thank RelatedTo please', 'goodness Synonym good', 'let DerivedFrom outlet', 'all Antonym nothing', 'the AtLocation mouse', 'out RelatedTo safe', 'of HasContext british', 'school AtLocation audience', 'early DistinctFrom late', 'yesterday RelatedTo tomorrow', 'that DerivedFrom thon', 'storm AtLocation america', 'super RelatedTo bright', 'dangerous DistinctFrom safe']"
853859121694724096,"['is CapableOf expensive', 'this HasContext philosophy', 'mr RelatedTo miss', 'talking Causes boredom', 'about RelatedTo abouts', 'smith IsA locksmith', 'is CapableOf expensive', 'slight Antonym important', 'better Antonym worse', 'than RelatedTo rather']"
882363765655834624,"['a AtLocation resturant', 'brilliant HasContext printing', 'move Antonym fix', 'by Antonym main', 'the AtLocation mouse', 'front RelatedTo back', 'office AtLocation basket', 'to Antonym past', 'move Antonym fix']"
921278376085803008,"['day RelatedTo night', 'i DerivedFrom ith', 'love Antonym hatred', 'how DerivedFrom anyhow', 'i DerivedFrom ith', 'drawing AtLocation mammoth', 'daily Antonym nightly']"
817523663897501696,"['pretty DistinctFrom ugly', 'much RelatedTo little', 'me AtLocation beer']"
828966943214432256,"['so RelatedTo also', 'proud Antonym ashamed', 'of HasContext british', 'to Antonym past', 'fill Antonym cheese', 'the AtLocation mouse', 'swamp AtLocation alligator', 'with DistinctFrom without', 'republican RelatedTo republic', 'great RelatedTo mediocre', 'job Causes instrument']"
709380107203260417,"['this HasContext philosophy', 'spring Antonym fall', 'break Antonym fix', 'thing AtLocation backpack', 'is CapableOf expensive', 'really Antonym duh', 'hard RelatedTo easy', 'coffee RelatedTo bean', 'co AtLocation skin']"
700626309228183552,"['attention RelatedTo attentive', 'to Antonym past', 'detail RelatedTo detailing', 'apple RelatedTo orange']"
717042051074891776,"['supporting Synonym support', 'trump RelatedTo card', 'aka RelatedTo alaska', 'his FormOf hi', 'role AtLocation film', 'model Antonym view']"
823971155061116928,"['i DerivedFrom ith', 'need Synonym want', 'this HasContext philosophy', 'jumper RelatedTo jump', 'barista EtymologicallyDerivedFrom bar']"
692846957883076608,"['don RelatedTo donald', 'i DerivedFrom ith', 'look DerivedFrom outlook', 'lovely RelatedTo love', 'with DistinctFrom without', 'a AtLocation resturant', 'huge Antonym tiny', 'oxygen RelatedTo air', 'tube AtLocation gel', 'on DerivedFrom online', 'haha ExternalURL resource']"
865488370838851585,"['i DerivedFrom ith', 'know RelatedTo knowledge', 'few Antonym dozen', 'of HasContext british', 'them RelatedTo themself', 'bloody HasContext british', 'as AtLocation sea']"
827027433173889024,"['how DerivedFrom anyhow', 'a AtLocation resturant', 'pr HasContext chemistry', 'whatsapp DerivedFrom app', 'like RelatedTo dislike', 'pr HasContext chemistry', 'communication UsedFor talking']"
837546519892877313,"['tree AtLocation bat', 'of HasContext british', 'life RelatedTo death']"
717616608114511872,"['lovely RelatedTo love', 'bus AtLocation advertisement', 'for Antonym contra', 'travelling Synonym travel', 'to Antonym past', 'london AtLocation cafe']"
921594955138781184,"['you Synonym thou', 'just Antonym bad', 'have Antonym miss', 'to Antonym past', 'call AtLocation office', 'her DistinctFrom u', 'name AtLocation book', 'if RelatedTo unless', 'you Synonym thou', 'are Synonym ar', 'angry RelatedTo angrily', 'at ExternalURL resource', 'her DistinctFrom u']"
900535065507241986,"['cause RelatedTo effect', 'are Synonym ar', 'cool Antonym awkward']"
884496200661184512,"['feeling UsedFor emotion', 'super RelatedTo bright', 'proud Antonym ashamed']"
706657778140471298,"['on DerivedFrom online', 'being FormOf bein', 'one CapableOf human', 'of HasContext british', 'the AtLocation mouse', 'best Antonym worst', 'creative Causes thinking', 'of HasContext british', 'our ExternalURL resource', 'time RelatedTo age']"
821509072222650371,"['ah HasContext aviation', 'now Antonym later', 'that DerivedFrom thon', 'super RelatedTo bright', 'helpful DerivedFrom ful', 'lol RelatedTo laugh']"
818541279554498561,"['good RelatedTo bad', 'one CapableOf human', 'sassy RelatedTo chit']"
844090891266490368,"['that DerivedFrom thon', 'funny AtLocation television', 'classroom AtLocation book']"
845366369050865664,"['no DistinctFrom aye', 'jerry HasContext british', 'it ExternalURL resource', 'look DerivedFrom outlook', 'bad RelatedTo good', 'at ExternalURL resource', 'all Antonym nothing', 'your Causes knitting', 'only RelatedTo one', 'missing RelatedTo miss', 'your Causes knitting', 'mouth AtLocation bacteria']"
900218985140113409,"['hey Synonym hay', 'nintendo ExternalURL resource', 'just Antonym bad', 'a AtLocation resturant', 'job Causes instrument', 'on DerivedFrom online', 'match AtLocation backpack', 'thank RelatedTo please', 'u CapableOf read', 'so RelatedTo also', 'much RelatedTo little', 'for Antonym contra', 'letting RelatedTo let', 'me AtLocation beer', 'play RelatedTo work', 'ur HasContext internet', 'amazing RelatedTo amaze', 'game Antonym cautious', 'die RelatedTo live']"
928872445695553536,"['the AtLocation mouse', 'vision RelatedTo visionary', 'vancouver ExternalURL resource', 'bike AtLocation garage', 'are Synonym ar', 'so RelatedTo also', 'crowded RelatedTo crowd', 'with DistinctFrom without', 'how DerivedFrom anyhow', 'crowded RelatedTo crowd', 'are Synonym ar', 'they ExternalURL resource', 'they ExternalURL resource', 'so RelatedTo also', 'crowded RelatedTo crowd', 'that DerivedFrom thon', 'vision RelatedTo visionary', 'vancouver ExternalURL resource', 'to Antonym past', 'use AtLocation bus', 'them RelatedTo themself']"
728641891726548992,"['well Antonym bad', 'you Synonym thou', 'right Antonym bad', 'on DerivedFrom online', 'the AtLocation mouse', 'ball AtLocation beach', 'aren Synonym elbow', 'you Synonym thou', 'they ExternalURL resource', 'were EtymologicallyDerivedFrom wer', 'never RelatedTo always', 'together Antonym apart', 'you Synonym thou']"
891287306786570240,"['singer AtLocation concert', 'hate DistinctFrom love', 'attention RelatedTo attentive', 'tom Synonym thomas', 'lol RelatedTo laugh', 'comedy RelatedTo drama', 'weekend DerivedFrom end', 'monsoon ExternalURL resource']"
702567925698338816,"['hard RelatedTo easy', 'at ExternalURL resource', 'not Causes pretending', 'working Antonym broken', 'in Synonym e', 'hall Antonym cabin', 'with DistinctFrom without', 'other RelatedTo another', 'grad HasContext geometry', 'who CapableOf doubt', 'may DerivedFrom maybe', 'be AtLocation cat']"
710931422496817152,"['woah FormOf whoa', 'man DistinctFrom female', 'nice DistinctFrom mean', 'going RelatedTo go', 'while RelatedTo meanwhile', 'you Synonym thou', 'are Synonym ar', 'up Antonym downward', 'at ExternalURL resource', 'it ExternalURL resource', 'could RelatedTo might', 'you Synonym thou', 'tell Antonym ask', 'me AtLocation beer', 'where DerivedFrom anywhere', 'others RelatedTo air', 'are Synonym ar', 'as AtLocation sea', 'well Antonym bad']"
810934821639884800,"['smashing RelatedTo smash', 'service RelatedTo capital', 'as AtLocation sea', 'usual Antonym surprisingly', 'such HasContext philosophy', 'good RelatedTo bad', 'money RelatedTo bank', 'spent RelatedTo spend', 'love Antonym hatred', 'my Synonym min', 'commute RelatedTo commuting']"
818506785938165762,"['the AtLocation mouse', 'app DerivedFrom whatsapp', 'been EtymologicallyDerivedFrom bein', 'made DerivedFrom handmade', 'download RelatedTo upload', 'on DerivedFrom online', 'social Antonym antisocial']"
897805587966308352,"['the AtLocation mouse', 'best Antonym worst', 'way AtLocation cat', 'get Antonym lose', 'back RelatedTo front', 'to Antonym past', 'it ExternalURL resource', 'coffee RelatedTo bean']"
887806971314749440,"['why ExternalURL resource', 'would ExternalURL resource', 'anyone CapableOf awesome', 'go DistinctFrom come', 'to Antonym past', 'the AtLocation mouse', 'oncologist RelatedTo doctor', 'office AtLocation basket', 'when RelatedTo whenever', 'you Synonym thou', 'can AtLocation bean', 'cure AtLocation doctor', 'cancer CapableOf kill', 'by Antonym main', 'going RelatedTo go', 'vegan RelatedTo vegetarian', 'or SimilarTo ee', 'just Antonym bad', 'get Antonym lose', 'rid FormOf ridden', 'of HasContext british', 'it ExternalURL resource', 'w RelatedTo otw', 'juice AtLocation fridge', 'duh Antonym really']"
732652452919541762,['fantastic RelatedTo fantastically']
884593874181685248,"['thanks DerivedFrom thanksgiving', 'for Antonym contra', 'the AtLocation mouse', 'i DerivedFrom ith', 'want Synonym need', 'to Antonym past', 'find Antonym lose', 'out RelatedTo safe', 'who CapableOf doubt', 'won ExternalURL resource', 'on DerivedFrom online', 'my Synonym min', 'own DerivedFrom disown', 'anyway DerivedFrom way']"
940002603911602182,"['buy DistinctFrom sell', 'this HasContext philosophy', 'art AtLocation fair', 'print RelatedTo newspaper', 'phone AtLocation desk', 'cover Antonym bare', 'and Antonym er', 'much RelatedTo little', 'more DistinctFrom le', 'in Synonym e', 'my Synonym min', 'profile Antonym portrait', 'cat RelatedTo dog', 'kitten AtLocation alley', 'mean Antonym honorable', 'people AtLocation ignorance', 'ew FormOf eew', 'alone Antonym crowd', 'introvert AtLocation reflection', 'funny AtLocation television', 'antisocial Antonym social', 'awkward Antonym cool', 'home RelatedTo away', 'quote AtLocation story', 'mood CausesDesire smoke', 'moody DerivedFrom mood', 'attitude ExternalURL resource', 'insult Antonym compliment', 'adult RelatedTo child']"
688140954750955520,"['not Causes pretending', 'at ExternalURL resource', 'all Antonym nothing', 'cynical HasContext medicine']"
881122257300475905,"['nice DistinctFrom mean', 'pants FormOf pant', 'can AtLocation bean', 'i DerivedFrom ith', 'test ExternalURL resource', 'the AtLocation mouse', 'zipper RelatedTo zippered', 'naughty Antonym nice', 'funny AtLocation television']"
909499408185679872,"['humanity RelatedTo human', 'gone RelatedTo ago', 'too HasContext degree', 'far DistinctFrom close', 'pumpkin DerivedFrom kin', 'fall Antonym spring', 'meme Desires replicate', 'halloween ExternalURL resource']"
702578148110680064,"['good RelatedTo bad', 'one CapableOf human', 'panda RelatedTo china']"
868555509816807426,"['oh Synonym ohio', 'no DistinctFrom aye', 'this HasContext philosophy', 'is CapableOf expensive', 'a AtLocation resturant', 'mistake Causes grooming', 'russia AtLocation factory', 'is CapableOf expensive', 'a AtLocation resturant', 'potential Antonym actual', 'threat CausesDesire skateboard', 'must FormOf mu', 'protect CapableOf brother', 'it ExternalURL resource']"
920425310855811072,"['she ExternalURL resource', 'must FormOf mu', 'not Causes pretending', 'realize RelatedTo realization', 'she ExternalURL resource', 'like RelatedTo dislike', 'the AtLocation mouse', 'bigger FormOf accidental', 'idiot Antonym genius', 'funny AtLocation television']"
707769953953431553,"['free RelatedTo bound', 'healthcare DerivedFrom obamacare', 'this HasContext philosophy', 'man DistinctFrom female', 'is CapableOf expensive', 'a AtLocation resturant', 'communist HasProperty bad', 'just Antonym bad', 'like RelatedTo dislike']"
932995346787168258,"['are Synonym ar', 'made DerivedFrom handmade', 'to Antonym past', 'be AtLocation cat', 'broken Antonym working', 'funny AtLocation television']"
862450848978399234,"['a AtLocation resturant', 'd Antonym r', 'c DerivedFrom j', 'team RelatedTo teammate', 'won ExternalURL resource', 'a AtLocation resturant', 'spot DerivedFrom spotless', 'in Synonym e', 'a AtLocation resturant', 'conference AtLocation agenda', 'final Antonym early', 'since Synonym sith', 'really Antonym duh']"
903728974047584256,"['any RelatedTo anybody', 'of HasContext british', 'my Synonym min', 'fellow Synonym fella', 'relate RelatedTo relatable', 'right Antonym bad', 'now Antonym later', 'california AtLocation bridge', 'hot RelatedTo cold', 'vacation AtLocation engineer', 'movie AtLocation actor']"
920112738856251392,"['i DerivedFrom ith', 'call AtLocation office', 'this HasContext philosophy', 'the AtLocation mouse', 'might Synonym may', 'make Antonym destroy', 'another ExternalURL resource', 'sandwich UsedFor bread', 'might Synonym may', 'not Causes pretending', 'funny AtLocation television']"
695187209746583552,"['awesome Antonym fail', 'traffic AtLocation stranger', 'thanks DerivedFrom thanksgiving', 'a AtLocation resturant', 'bunch HasContext cycling', 'for Antonym contra', 'lovely RelatedTo love']"
726479037972013056,"['like RelatedTo dislike', 'if RelatedTo unless', 'you Synonym thou', 'agree RelatedTo disagree', 'lol RelatedTo laugh', 'fun UsedFor playing', 'funny AtLocation television']"
895014422128713728,"['you Synonym thou', 'can AtLocation bean', 'tell Antonym ask', 'by Antonym main', 'the AtLocation mouse', 'sloppy Antonym meticulous', 'glue AtLocation bottle', 'and Antonym er', 'the AtLocation mouse', 'removal DerivedFrom remove', 'of HasContext british', 'the AtLocation mouse', 'load DerivedFrom unload', 'bearing UsedFor ball', 'beam AtLocation barn', 'that DerivedFrom thon', 'these RelatedTo germany', 'were EtymologicallyDerivedFrom wer', 'unsafe RelatedTo safe']"
779246918324989952,"['my Synonym min', 'new Antonym mundane', 'bff RelatedTo bffs', 'sent RelatedTo send', 'me AtLocation beer', 'this HasContext philosophy', 'lame Antonym convincing', 'spam AtLocation container', 'direct Causes act', 'message IsA mail', 'when RelatedTo whenever', 'i DerivedFrom ith', 'foolishly RelatedTo foolish', 'followed RelatedTo follow', 'blocked RelatedTo block', 'reported RelatedTo report']"
